fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count
6.5,2014-05-09 09:23:00 UTC,-73.956327,40.781807,-73.965215,40.769612,3
3.3,2011-01-13 21:09:39 UTC,-73.963779,40.771035,-73.960178,40.770331,1
8.9,2009-10-11 01:19:00 UTC,-74.002452,40.718918,-73.984025,40.749915,3
6.9,2009-12-28 22:48:12 UTC,-73.968852,40.754579,-73.982103,40.73113,1
14,2013-07-20 21:59:00 UTC,-74.008202,40.722542,-73.983422,40.776782,1
11,2014-07-16 12:22:00 UTC,-73.998807,40.76124,-74.005363,40.729213,5
15.5,2015-02-07 18:19:34 UTC,-74.00624084,40.71736908,-73.99217224,40.75540543,1
6.9,2010-03-14 13:20:14 UTC,-73.977808,40.755119,-73.959392,40.771828,2
7,2015-06-26 00:18:55 UTC,-73.97553253,40.7513504,-73.97958374,40.76105118,5
9.7,2011-11-02 17:00:00 UTC,-73.949825,40.772112,-73.97059,40.796665,5
9.5,2013-07-07 20:22:00 UTC,-73.991988,40.750027,-73.97169,40.747162,1
8,2014-03-25 07:57:40 UTC,-73.970427,40.79901,-73.978223,40.783142,3
8,2015-02-10 20:53:20 UTC,-73.98889923,40.69203568,-73.96746063,40.69588852,1
8.5,2015-05-03 16:45:10 UTC,-74.00131226,40.75193787,-73.98169708,40.76377869,
4.5,2014-09-24 06:06:18 UTC,-73.983212,40.760136,-73.991414,40.750279,1
10.5,2009-03-23 09:05:00 UTC,-73.952912,40.780218,-73.954078,40.789952,5
6.9,2011-11-26 18:05:07 UTC,-73.984728,40.758964,-74.008259,40.748878,1
9.3,2012-07-04 15:02:00 UTC,-73.985882,40.72689,-73.99258,40.753442,6
21,2013-12-25 23:56:00 UTC,-73.9827,40.69372,-73.89645,40.67365,2
7.3,2010-11-11 08:11:00 UTC,-73.994022,40.746412,-74.000242,40.7615,5
9,2012-10-01 08:21:00 UTC,-73.990235,40.755914,-73.968652,40.760751,1
57.33,2013-04-19 12:16:57 UTC,-73.776884,40.64554,-73.981545,40.76273,1
12.5,2009-05-05 13:46:59 UTC,-73.979652,40.74854,-74.000367,40.758113,2
8.1,2010-06-28 20:39:40 UTC,-74.00159,40.730598,-73.997893,40.756457,1
5,2013-02-13 13:38:00 UTC,-73.97872,40.750283,-73.980737,40.74357,1
7,2014-06-16 17:12:00 UTC,-73.98957,40.741765,-73.986405,40.75144,5
13.7,2009-05-22 22:51:00 UTC,-73.948372,40.797965,-73.989603,40.757313,5
12.5,2011-06-13 21:34:00 UTC,-74.000947,40.747258,-73.971438,40.797588,5
8.5,2014-06-12 07:07:14 UTC,-73.950868,40.786308,-73.954136,40.764021,1
2.5,2014-10-07 05:01:33 UTC,-73.725993,40.686509,-73.726348,40.685597,1
6.9,2011-03-12 17:03:23 UTC,-73.974793,40.759865,-73.955718,40.772732,0
33.7,2011-06-13 08:19:00 UTC,-73.863312,40.7695,-73.978935,40.761668,1
10,2013-10-11 14:11:00 UTC,-73.980095,40.751537,-73.961965,40.770407,1
14.5,2011-10-17 00:33:37 UTC,-73.992477,40.756477,-73.924979,40.759807,2
7.3,2010-02-03 16:15:40 UTC,-74.014156,40.705917,-73.99993,40.723738,4
14.1,2011-09-13 18:55:00 UTC,-73.981125,40.733452,-73.978157,40.773175,2
21.5,2013-03-05 08:31:00 UTC,-74.01059,40.705847,-73.982535,40.760617,1
6.5,2010-07-16 10:14:00 UTC,-74.00793,40.723417,-74.01265,40.707055,5
13.5,2012-12-03 21:32:00 UTC,-73.972497,40.759407,-74.00538,40.728267,1
2.5,2010-04-25 06:13:04 UTC,-73.973214,40.790254,-73.972983,40.790556,1
5.7,2011-03-09 21:49:07 UTC,-73.978207,40.758017,-73.980776,40.770816,1
15.5,2014-03-21 22:50:00 UTC,-73.991462,40.735057,-73.954283,40.711767,6
6,2014-09-08 17:33:00 UTC,-73.96794,40.802,-73.967193,40.79319,1
25.47,2010-07-13 23:50:58 UTC,-73.870575,40.773562,-73.937207,40.840028,1
4.9,2010-08-29 19:24:09 UTC,-73.974204,40.754737,-73.982441,40.742082,1
20.9,2011-02-22 19:37:10 UTC,-73.98361,40.765375,-73.927905,40.865487,2
3.5,2013-02-15 22:37:00 UTC,-73.985065,40.748322,-73.987232,40.744822,2
26,2013-06-09 05:13:00 UTC,-74.001692,40.730732,-73.946297,40.835117,1
8.5,2009-09-20 19:02:00 UTC,-73.982198,40.775652,-73.991182,40.750783,1
6.1,2010-01-11 07:54:18 UTC,-73.994037,40.732327,-73.989612,40.738278,2
5.3,2010-08-24 19:53:55 UTC,-73.932606,40.751246,-73.932606,40.751246,1
8.9,2012-07-21 00:11:05 UTC,-73.98118,40.72493,-73.976428,40.751021,1
2.9,2010-10-29 04:54:47 UTC,-73.950989,40.709332,-73.953359,40.708431,1
6,2013-11-18 14:18:36 UTC,-73.980544,40.767382,-73.985959,40.758037,1
3.5,2014-09-17 17:00:00 UTC,-73.96765,40.76078,-73.96414,40.76532,1
4.1,2011-01-30 10:50:00 UTC,-73.993575,40.757105,-74.001223,40.757015,5
4.5,2011-04-10 20:06:44 UTC,-73.977194,40.75001,-73.987143,40.739388,1
10.5,2011-10-27 21:44:45 UTC,-74.003835,40.742786,-73.963083,40.757313,1
17.5,2013-07-13 17:55:23 UTC,-74.010294,40.708637,-73.975516,40.753449,
3.7,2009-09-08 12:04:00 UTC,-73.994655,40.75072,-73.989937,40.756583,2
5.5,2012-10-16 18:17:56 UTC,-73.968412,40.786502,-73.978802,40.783452,1
7.7,2010-06-10 01:06:10 UTC,-73.939931,40.662112,-73.923336,40.676244,1
8.5,2011-09-22 21:00:27 UTC,-73.982526,40.771523,-73.977683,40.753519,1
6.5,2012-01-11 18:40:26 UTC,-73.9678,40.756095,-73.983857,40.73372,1
7.5,2013-02-03 01:52:05 UTC,-73.997356,40.722242,-73.985681,40.713834,1
5.5,2013-09-05 10:12:20 UTC,-73.99233,40.764165,-73.990753,40.75603,2
4,2014-11-23 11:34:00 UTC,-73.977077,40.774487,-73.980675,40.769992,1
5.7,2009-11-15 16:24:57 UTC,-73.953076,40.786174,-73.953054,40.775107,3
6.1,2010-04-01 14:29:20 UTC,-73.994727,40.736211,-73.989651,40.74514,1
3.7,2012-06-09 11:40:03 UTC,-73.976858,40.788278,-73.981504,40.780894,1
9.7,2010-08-23 09:39:44 UTC,-74.002669,40.739891,-74.013656,40.714843,1
9.3,2012-03-14 15:32:00 UTC,-73.991142,40.75548,-73.993423,40.74311,1
5,2009-04-01 04:18:26 UTC,-73.983703,40.746743,-73.978858,40.758274,1
7.3,2011-02-03 15:52:00 UTC,-73.97426,40.791495,-73.963153,40.78182,1
12.5,2013-04-24 21:42:00 UTC,-73.988932,40.741377,-73.956372,40.7841,1
9.3,2012-02-06 11:30:03 UTC,-73.981536,40.778783,-73.954278,40.78405,1
3.7,2012-07-25 18:46:00 UTC,-73.982597,40.776232,-73.954002,40.770682,5
17.5,2012-10-18 08:31:32 UTC,-74.009837,40.726047,-73.973832,40.763792,1
4.5,2013-03-20 23:12:59 UTC,-73.951168,40.782546,-73.949612,40.790313,1
9.5,2014-09-26 10:14:10 UTC,-73.992869,40.758589,-73.987924,40.769966,1
13.3,2010-09-12 19:01:46 UTC,-73.982185,40.752978,-74.005728,40.740003,1
5.3,2010-03-09 21:29:00 UTC,-73.982877,40.766985,-73.98076,40.782617,2
8.1,2011-09-01 01:11:00 UTC,-73.96999,40.75811,-73.980548,40.780037,1
4.5,2015-02-24 08:35:03 UTC,-73.99432373,40.75650787,-74.00032806,40.75756454,1
10.1,2010-03-18 09:11:00 UTC,-73.985068,40.778977,-73.948997,40.771702,1
5,2009-04-12 02:13:34 UTC,-73.981544,40.749475,-73.977471,40.742136,3
33.07,2009-08-28 13:20:00 UTC,-73.873113,40.774103,-73.98559,40.761823,1
26.5,2010-11-17 17:06:09 UTC,-73.976568,40.683838,-73.87243,40.774536,1
8.9,2012-02-27 11:07:00 UTC,-73.95402,40.765745,-73.980267,40.7389,6
8,2012-11-15 00:29:00 UTC,-73.98878,40.723112,-74.000535,40.72075,2
5.3,2009-09-28 11:12:13 UTC,-73.981426,40.763866,-73.973856,40.756356,1
6.5,2012-05-06 00:22:00 UTC,-74.000703,40.7421,-73.985685,40.763423,1
16,2014-02-21 18:45:00 UTC,-73.9757,40.76096,-73.997425,40.719505,1
24.5,2013-04-07 22:51:00 UTC,-73.873762,40.773822,-73.952655,40.699452,1
8.5,2013-10-19 12:49:00 UTC,-73.952955,40.768357,-73.960928,40.780567,6
7.5,2013-07-21 20:18:27 UTC,-73.987609,40.744016,-73.97805,40.766577,1
6,2014-09-06 08:57:51 UTC,-73.980835,40.764058,-73.992382,40.752742,3
3.7,2010-02-26 19:08:56 UTC,-73.985983,40.740702,-73.980432,40.745735,1
6.1,2010-03-25 18:44:04 UTC,-73.996811,40.723128,-73.984037,40.721555,2
5.5,2013-09-06 12:18:46 UTC,-73.964937,40.806828,-73.970897,40.796088,1
17.5,2015-03-15 04:28:11 UTC,-73.98178864,40.72452927,-73.9592514,40.67684174,6
5.7,2011-07-27 00:59:00 UTC,-73.999827,40.738475,-74.00814,40.719895,5
27.3,2012-08-14 16:41:00 UTC,-73.985373,40.762637,-73.870427,40.773542,1
7.7,2010-07-17 01:22:00 UTC,0,0,0,0,1
35.3,2012-09-20 16:23:00 UTC,-73.992317,40.753477,-73.870285,40.772967,4
25,2012-09-29 02:20:11 UTC,-73.844239,40.72138,-73.923994,40.761268,2
10.5,2009-06-11 13:44:52 UTC,-73.973355,40.78506,-73.986235,40.758395,1
16.5,2013-10-25 22:11:13 UTC,-73.993158,40.736796,-73.977712,40.766525,2
5,2014-01-14 09:17:00 UTC,-73.981967,40.75938,-73.976713,40.766915,1
57.33,2015-03-20 04:33:39 UTC,-73.98190308,40.77403259,-73.79370117,40.64464569,2
7.7,2009-01-16 22:57:00 UTC,-73.991587,40.755978,-73.97207,40.747695,1
7.7,2011-05-16 18:59:00 UTC,-73.97981,40.713928,-73.997032,40.723733,1
9.3,2010-12-01 19:57:08 UTC,-73.994361,40.745846,-73.978746,40.766711,1
7.7,2011-04-16 23:50:00 UTC,-74.003103,40.708257,-73.993315,40.687818,1
5.3,2011-07-31 00:45:17 UTC,-73.989806,40.714186,-74.001992,40.706989,2
6.9,2010-11-17 20:59:00 UTC,-73.99266,40.75678,-73.973197,40.753735,1
7.3,2011-02-17 18:08:00 UTC,-73.97791,40.752777,-73.958075,40.761022,1
9.3,2011-08-01 23:28:00 UTC,-73.987813,40.743838,-73.982892,40.775565,2
6.5,2011-10-30 02:28:00 UTC,-73.963322,40.798655,-73.98381,40.782035,1
11.7,2011-12-26 21:25:00 UTC,-73.978617,40.72434,-73.959693,40.773608,1
33.5,2014-03-20 08:46:00 UTC,-73.979315,40.762447,-73.861565,40.768227,1
5.4,2009-01-16 23:32:57 UTC,-73.993307,40.728536,-73.986731,40.733028,1
2.9,2009-06-28 17:53:00 UTC,-73.980502,40.780182,-73.976803,40.784213,2
5.7,2010-10-23 00:05:00 UTC,-73.982362,40.773088,-73.985848,40.757,1
9.3,2010-12-16 18:34:54 UTC,-73.979859,40.765756,-73.957582,40.779481,1
6.5,2011-12-27 19:27:54 UTC,-73.978477,40.74537,-73.979824,40.75494,1
9,2014-01-23 22:17:44 UTC,-73.843616,40.72163,-73.816453,40.722814,1
5.3,2010-07-07 10:22:00 UTC,-73.998588,40.745387,-74.009775,40.74638,5
7.7,2012-01-22 04:06:10 UTC,-73.992,40.744255,-74.002782,40.730813,
10,2013-09-12 17:59:00 UTC,-73.964527,40.76057,-73.984762,40.742545,1
10.5,2013-10-18 23:46:00 UTC,-73.988627,40.744922,-73.999008,40.720037,5
3.7,2012-07-31 14:50:18 UTC,-73.966815,40.757308,-73.970972,40.75105,1
5.5,2013-09-19 18:47:34 UTC,-73.989417,40.718955,-73.997037,40.723988,1
9,2014-12-12 08:43:00 UTC,-73.979217,40.771685,-73.960382,40.769785,1
7.3,2009-03-17 11:50:43 UTC,-73.990159,40.737021,-74.007995,40.739527,1
4.5,2011-07-19 10:20:00 UTC,-74.00645,40.732418,-74.006213,40.723708,1
6,2013-09-08 00:28:19 UTC,-73.986023,40.747173,-73.985745,40.754523,1
6,2015-01-03 01:05:30 UTC,-73.98390961,40.77054214,-73.9948349,40.7553978,1
7.3,2011-04-06 10:47:32 UTC,-73.976833,40.776408,-73.958278,40.781942,1
17.7,2011-10-18 21:54:22 UTC,-73.975314,40.745591,-73.990145,40.685022,1
3.7,2012-02-05 04:15:00 UTC,-74.00451,40.742458,-74.00543,40.739163,2
7.7,2012-07-24 18:48:19 UTC,-73.989527,40.73614,-73.96882,40.755212,1
33.33,2013-09-29 18:23:25 UTC,-73.872866,40.774208,-73.969841,40.8002,2
5.3,2011-10-03 10:16:02 UTC,-73.97632,40.759604,-73.963465,40.757852,1
12.1,2012-02-04 20:24:32 UTC,-73.97861,40.741198,-74.008171,40.72009,1
10,2013-07-16 09:56:00 UTC,-73.984475,40.754302,-73.972937,40.78027,2
4.9,2012-08-20 15:44:00 UTC,-73.981022,40.768545,-73.974062,40.762845,1
42,2013-05-19 07:19:25 UTC,-73.782278,40.644632,-73.934119,40.736264,1
6.5,2013-11-06 19:07:06 UTC,-73.984579,40.746074,-73.987348,40.756118,1
12,2013-12-09 14:49:08 UTC,-73.995884,40.764436,-73.98776,40.744272,1
9,2014-02-13 20:40:40 UTC,-74.005551,40.715455,-73.989167,40.721362,1
6.5,2015-06-05 08:38:36 UTC,-73.97520447,40.78730011,-73.96250153,40.80472565,1
3.3,2009-01-30 15:08:00 UTC,-73.959933,40.762522,-73.959602,40.766638,1
5.7,2012-07-04 21:59:23 UTC,-73.994735,40.7448,-73.983522,40.738069,1
11.5,2015-03-16 20:24:09 UTC,-73.97245789,40.75764084,-73.99868011,40.74374771,1
29,2015-03-24 00:52:04 UTC,-73.95116425,40.72363281,-73.97492218,40.78001022,3
5.7,2010-09-20 15:25:48 UTC,-73.982729,40.779203,-73.974218,40.793903,1
8.5,2011-10-29 23:27:00 UTC,-73.998585,40.739902,-73.980175,40.744247,1
5.5,2012-11-07 10:28:00 UTC,-73.976215,40.757755,-73.966955,40.769635,1
8.5,2015-01-04 10:45:40 UTC,-73.96472168,40.75736618,-73.98549652,40.73816681,6
9.7,2009-07-16 15:33:55 UTC,-73.982824,40.771614,-74.00389,40.743124,1
6.5,2010-05-20 20:21:00 UTC,-73.987813,40.731625,-74.005703,40.740122,1
7.7,2010-07-29 11:54:40 UTC,-73.969241,40.761664,-73.979801,40.751026,1
4.9,2011-05-15 15:09:17 UTC,-73.97663,40.743804,-73.98717,40.729269,1
9.3,2009-09-22 09:44:07 UTC,-73.97688,40.764595,-73.981049,40.753088,1
4.5,2011-01-14 19:36:13 UTC,-73.982446,40.731434,-73.989746,40.72567,1
11.3,2011-02-06 03:54:09 UTC,-73.979959,40.726861,-73.952186,40.772966,1
9,2013-06-26 20:06:00 UTC,-73.980417,40.730287,-73.962855,40.75896,1
14.5,2013-10-18 19:59:00 UTC,-74.003072,40.723282,-73.980687,40.764017,2
14.5,2014-03-19 21:15:00 UTC,-73.968788,40.799037,-73.983732,40.764585,5
57.33,2015-03-02 02:39:17 UTC,-73.78910065,40.64241028,-73.99758911,40.76094055,3
6.9,2010-01-11 18:04:14 UTC,-73.954867,40.789145,-73.99744,40.743225,1
10.1,2010-05-22 10:41:25 UTC,-73.986478,40.757364,-73.988856,40.729865,1
4.1,2011-02-16 14:52:00 UTC,-73.955722,40.782462,-73.953395,40.788272,5
10,2013-01-28 14:56:03 UTC,-73.974069,40.791823,-73.989474,40.762843,1
8.5,2009-01-23 08:15:00 UTC,-73.999718,40.733592,-73.974748,40.755548,5
9.7,2009-05-19 20:21:04 UTC,-73.99329,40.740133,-73.99026,40.717989,1
8.5,2010-04-12 08:12:00 UTC,-73.947982,40.774678,-73.973252,40.750997,5
4.9,2010-04-27 17:25:00 UTC,-73.989295,40.736057,-73.99617,40.741085,2
24.1,2011-12-20 15:56:12 UTC,-73.952133,40.781239,-73.873221,40.774458,2
4.9,2009-07-26 05:01:00 UTC,-73.990247,40.746092,-73.99959,40.741667,2
3.5,2015-05-11 22:22:28 UTC,-73.96176147,40.77049637,-73.95780945,40.76871109,1
10.5,2009-10-07 00:07:00 UTC,-73.960562,40.769603,-73.990048,40.735183,5
3.7,2010-08-07 17:50:00 UTC,-73.99275,40.730648,-73.987447,40.726905,5
6.5,2010-11-17 11:36:00 UTC,0,0,0,0,1
6.1,2009-12-16 08:04:00 UTC,-73.972478,40.790838,-73.956933,40.789192,1
12.9,2012-01-20 19:37:22 UTC,-73.975648,40.757763,-73.983751,40.721363,2
13,2013-07-24 18:16:00 UTC,-73.968282,40.75536,-74.000625,40.730137,5
18,2014-08-23 15:13:00 UTC,-74.00082,40.72399,-73.965,40.77235,1
5.5,2015-03-02 08:10:48 UTC,-73.97473907,40.75498581,-73.97473907,40.75498581,4
4.5,2010-01-04 21:55:41 UTC,-73.988588,40.764191,-73.996965,40.760275,1
4.5,2011-06-07 20:10:04 UTC,-73.965484,40.760255,-73.972992,40.748765,1
4.9,2011-11-09 06:33:42 UTC,-73.993783,40.745749,-73.987992,40.738213,1
4.5,2014-11-14 09:58:27 UTC,-73.997708,40.746534,-74.005142,40.751329,1
11,2015-03-19 01:24:11 UTC,-73.98182678,40.77152634,-73.94832611,40.79568863,1
17.7,2011-08-01 22:14:51 UTC,-74.003946,40.713259,-73.976554,40.784177,1
19.33,2013-06-03 23:41:01 UTC,-74.001329,40.729178,-73.955879,40.741638,1
6.9,2011-06-06 12:25:00 UTC,-73.976377,40.755685,-73.977942,40.777482,
6.5,2012-01-16 12:58:00 UTC,-73.991445,40.770122,-73.971005,40.761292,1
6.5,2013-03-29 08:17:20 UTC,-73.993413,40.733246,-73.984283,40.745533,1
4.5,2009-09-08 17:22:00 UTC,-73.961122,40.768677,-73.957145,40.777498,2
14.9,2010-05-18 19:24:00 UTC,-73.965278,40.803643,-73.973968,40.753602,5
15.3,2012-05-20 19:32:20 UTC,-73.971866,40.751292,-73.966486,40.804279,1
13.7,2011-01-30 23:36:21 UTC,-74.013049,40.70236,-73.973448,40.748393,1
29.3,2011-05-05 18:45:45 UTC,-73.873067,40.774135,-73.974239,40.756599,1
13.5,2014-03-20 18:57:43 UTC,-74.008542,40.720708,-73.989128,40.768415,1
6.1,2010-07-31 00:42:00 UTC,-73.99474,40.760443,-73.985702,40.753807,5
4.5,2012-01-30 13:02:27 UTC,-73.955881,40.772058,-73.961747,40.764519,2
6.1,2012-04-09 20:26:00 UTC,-73.96255,40.763005,-73.97901,40.743627,1
49.8,2012-08-25 17:33:10 UTC,-73.781515,40.644792,-73.985398,40.768635,1
5.5,2013-01-28 16:18:00 UTC,-73.99414,40.758337,-73.988207,40.769777,3
30.9,2010-05-21 16:06:06 UTC,-73.95624,40.78717,-73.901661,40.873954,1
5.3,2010-06-28 13:05:00 UTC,-73.982387,40.763518,-73.98821,40.752452,1
6,2012-09-06 14:54:32 UTC,-73.989411,40.758951,-73.98219,40.768984,1
56.8,2012-10-08 20:18:12 UTC,-73.786055,40.643435,-73.975481,40.7488,2
10.5,2013-01-19 23:48:57 UTC,-73.987018,40.72078,-73.978431,40.745882,1
7,2014-06-04 11:45:45 UTC,-73.98275,40.748029,-73.973734,40.760571,1
12.5,2009-07-11 22:08:00 UTC,-73.990545,40.734085,-73.978413,40.681243,2
3.7,2010-01-03 14:53:00 UTC,-73.989793,40.738815,-73.997692,40.740945,1
8,2013-01-10 04:02:09 UTC,-73.959497,40.720457,-73.938413,40.713872,1
6.1,2010-04-12 15:23:24 UTC,-73.959538,40.766868,-73.967843,40.755902,1
5.7,2010-06-27 00:23:00 UTC,-74.004773,40.722483,-73.998072,40.720393,1
10,2015-01-14 21:14:39 UTC,-74.00878143,40.71417999,-74.00118256,40.74649429,1
17.3,2011-05-30 02:37:59 UTC,-73.97362,40.784665,-73.913769,40.781424,1
6.1,2012-01-26 00:26:00 UTC,-73.987747,40.729437,-73.9939,40.741265,1
12.5,2014-03-07 08:48:00 UTC,-73.992337,40.75646,-74.009282,40.729447,1
55,2014-08-29 02:35:00 UTC,-74.00868,40.704042,-73.868047,40.89891,5
14.9,2009-10-06 23:56:00 UTC,-73.862693,40.769125,-73.924422,40.743722,5
7,2013-06-28 09:20:01 UTC,-73.978275,40.753121,-73.991141,40.748848,1
8.1,2009-09-15 06:42:13 UTC,-73.985438,40.744653,-73.981861,40.771994,1
3.3,2010-03-31 20:48:54 UTC,0,0,0,0,1
7,2014-01-24 15:10:00 UTC,-73.983708,40.760972,-73.992352,40.748995,1
14.5,2015-06-20 15:08:36 UTC,-73.96192169,40.77796555,-73.98220825,40.75179291,3
12.9,2010-10-18 12:08:00 UTC,-73.959965,40.780437,-73.98786,40.755863,2
8.5,2011-02-22 12:25:00 UTC,-73.991243,40.699363,-73.996985,40.72387,1
6.5,2012-05-08 07:46:47 UTC,-73.975498,40.733126,-73.991483,40.73091,1
6.9,2009-10-03 19:29:18 UTC,-73.979231,40.740343,-73.988201,40.72049,1
3.3,2010-11-04 07:30:00 UTC,-73.981578,40.749833,-73.977998,40.753933,1
41,2013-03-09 23:08:43 UTC,-73.776859,40.645324,-73.946818,40.719039,1
4.5,2013-03-21 19:24:00 UTC,-73.993505,40.752235,-74.00367,40.75654,1
20.1,2010-01-31 22:46:09 UTC,-73.987785,40.728392,-73.97733,40.643763,1
6.9,2012-08-06 17:56:23 UTC,-73.988586,40.748778,-73.984394,40.763313,1
13,2013-12-24 19:24:00 UTC,-73.98053,40.734107,-74.010142,40.710012,2
6.5,2010-04-04 18:53:00 UTC,-73.986905,40.749452,-73.98075,40.75466,2
5.3,2011-04-15 11:58:00 UTC,-73.975852,40.748212,-73.975852,40.748212,1
10.5,2013-04-30 20:33:07 UTC,-73.919937,40.766026,-73.918907,40.743008,2
6.5,2009-12-28 16:59:00 UTC,-73.975273,40.760852,-73.973982,40.758255,2
35.33,2013-03-24 14:13:21 UTC,-73.863258,40.769243,-73.980434,40.75439,3
34.5,2013-10-30 23:14:19 UTC,-73.98865,40.72267,-74.010668,40.613741,1
9,2014-05-12 05:32:00 UTC,-73.98125,40.73239,-73.99451,40.75056,4
6.1,2010-03-11 08:54:00 UTC,-73.983755,40.746945,-73.973707,40.76142,1
12.1,2010-09-14 20:08:50 UTC,-73.995808,40.7612,-73.995808,40.7612,1
5,2015-04-30 18:13:51 UTC,-73.98244476,40.76557922,-73.98549652,40.75984955,1
5.3,2011-11-08 22:03:00 UTC,-73.976402,40.780747,-73.985107,40.767677,1
6.1,2012-07-16 11:28:00 UTC,-74.005115,40.725577,-74.003247,40.739017,1
6,2013-01-30 11:31:00 UTC,-73.969523,40.76204,-73.965285,40.774292,1
6.5,2011-08-03 13:19:00 UTC,0,0,0,0,1
7,2012-09-09 20:45:02 UTC,-73.978187,40.762872,-73.971774,40.750872,1
10,2012-11-10 17:45:21 UTC,-73.979245,40.750975,-74.001102,40.733883,1
14.5,2012-12-10 13:44:51 UTC,-73.974722,40.751135,-73.993645,40.751851,1
4.5,2009-01-18 22:18:00 UTC,-73.989027,40.776792,-73.984375,40.78319,
26.5,2012-08-26 18:45:33 UTC,-73.988544,40.731444,-73.937113,40.855226,2
26.5,2014-01-05 19:54:38 UTC,-74.008784,40.704985,-73.929334,40.76707,1
18.5,2013-05-31 20:29:30 UTC,-74.016311,40.714517,-73.974317,40.750943,1
13.5,2013-09-09 18:15:00 UTC,-73.980802,40.76765,-73.951887,40.785367,1
5,2013-10-11 07:45:20 UTC,-73.98137,40.783138,-73.979116,40.791601,1
23,2013-11-22 13:26:00 UTC,-73.862945,40.769178,-73.870473,40.733002,3
7,2014-02-04 18:43:13 UTC,-73.98624,40.750842,-73.98624,40.750842,2
15.5,2013-02-22 07:39:00 UTC,-74.00755,40.732205,-73.978492,40.783062,1
5.7,2009-05-20 15:42:00 UTC,-73.989043,40.757653,-73.978282,40.773012,1
10.5,2011-02-02 10:13:00 UTC,-73.972787,40.750432,-74.00268,40.743822,1
4.9,2011-06-05 13:32:00 UTC,-73.992482,40.730647,-74.000795,40.735273,1
10.5,2011-11-18 08:08:26 UTC,-73.959481,40.771742,-73.982867,40.761518,1
11,2014-11-30 22:49:33 UTC,-73.976048,40.765487,-73.942171,40.79888,1
4.5,2009-12-05 21:25:00 UTC,-73.977915,40.75229,-73.987755,40.749083,1
5.3,2010-11-11 21:01:00 UTC,-73.962317,40.759122,-73.952972,40.775843,5
5.3,2012-04-24 21:10:00 UTC,-73.983905,40.76096,-73.988895,40.768705,1
9.7,2009-03-14 21:17:00 UTC,-73.969368,40.80026,-73.955755,40.781193,5
4.5,2009-07-02 19:22:45 UTC,-73.968531,40.764935,-73.965165,40.769153,1
8.1,2010-09-30 13:32:00 UTC,-73.987597,40.759565,-73.980215,40.75017,1
15.7,2012-01-03 12:17:30 UTC,-74.000339,40.727368,-73.956314,40.781605,1
33.7,2012-06-28 21:44:00 UTC,-73.783605,40.64859,-73.923563,40.745485,2
6.5,2013-09-13 07:44:34 UTC,-73.966228,40.757893,-73.97526,40.753692,1
3.5,2014-07-08 13:51:41 UTC,-73.955075,40.780234,-73.952913,40.7857,1
49.8,2012-01-15 22:00:00 UTC,-73.776703,40.64543,-73.971713,40.756637,5
4,2013-09-09 04:03:20 UTC,-73.992178,40.735151,-74.000076,40.738157,1
30.5,2014-12-21 22:06:51 UTC,-73.870911,40.773738,-73.972759,40.692201,1
32.25,2009-05-07 03:44:55 UTC,-73.991384,40.749995,-73.808189,40.700395,1
5.7,2012-05-14 20:48:03 UTC,-73.984255,40.754965,-73.999895,40.761412,1
6,2013-06-01 20:48:28 UTC,-73.989921,40.755604,-73.991986,40.745067,2
8.9,2010-03-21 14:32:27 UTC,-73.973087,40.754983,-73.991419,40.749931,1
10.9,2011-06-28 07:42:20 UTC,-73.967489,40.803334,-73.962198,40.768665,1
5.7,2012-03-08 20:01:00 UTC,-73.980323,40.738852,-73.990388,40.731147,6
11,2012-11-11 17:10:04 UTC,-73.961672,40.779819,-73.984803,40.748149,1
57.33,2013-10-26 16:04:00 UTC,-73.78344,40.646472,-73.988637,40.758985,1
4,2015-06-22 17:23:27 UTC,-73.96443939,40.75617218,-73.9647522,40.76250076,1
7.7,2009-04-22 22:08:00 UTC,-73.980673,40.759858,-73.958505,40.773612,5
10.5,2011-04-08 12:58:26 UTC,-73.96734962,39.62735836,-73.95934285,39.6255466,1
11.5,2013-06-27 07:07:50 UTC,-74.002009,40.719518,-74.016201,40.70676,1
,2015-03-10 06:19:43 UTC,-73.97992706,40.7358017,-74.01136017,40.71335983,1
35.5,2015-06-10 13:34:32 UTC,-74.00701141,40.7069931,-73.86484528,40.76878738,1
8.5,2010-03-07 09:36:34 UTC,-73.981704,40.778592,-73.962183,40.810248,1
10.1,2010-10-28 11:00:12 UTC,-73.982421,40.770263,-73.993332,40.740778,1
13.5,2014-04-16 19:05:01 UTC,-74.007582,40.725667,-73.993572,40.687196,1
6.1,2009-06-10 17:36:00 UTC,-73.974352,40.762957,-73.959982,40.77923,1
6.9,2011-03-16 15:08:16 UTC,-74.00254,40.733349,-73.992871,40.743107,1
14,2013-02-15 01:57:00 UTC,-74.00621,40.740415,-73.980788,40.744382,1
22.5,2013-10-13 21:27:33 UTC,-73.973752,40.763411,-73.869763,40.724944,1
14.5,2015-02-02 00:55:11 UTC,-73.97830963,40.74531937,-73.97545624,40.78938293,1
4.9,2011-09-12 12:39:54 UTC,-73.95581,40.778949,-73.953825,40.774499,1
4.1,2011-11-15 14:00:04 UTC,-73.961231,40.771597,-73.967098,40.766699,1
